age,home_country,destination_country,education,employment,monthly_income,travel_purpose,travel_history,criminal_record,english_level,visa_approved
27,Mexico,UK,HighSchool,Unemployed,79520,Tourist,2,0,Low,0
22,Brazil,Australia,Bachelors,Unemployed,48082,Tourist,2,0,Medium,0
26,Nigeria,Germany,Masters,Unemployed,7947,Tourist,0,0,Medium,0
24,Nigeria,Germany,Masters,Unemployed,39308,Study,3,0,Low,1
27,India,USA,Bachelors,Unemployed,35403,Work,1,0,Low,0
32,Mexico,USA,Masters,Employed,79781,Tourist,1,0,High,1
39,Philippines,USA,HighSchool,Unemployed,22794,Business,3,0,Low,0
34,Brazil,USA,Bachelors,Unemployed,8357,Work,3,0,Medium,0
49,Mexico,USA,HighSchool,Employed,9006,Study,0,0,Low,0
30,Brazil,Germany,Bachelors,Unemployed,32562,Tourist,0,0,Medium,0
18,India,USA,HighSchool,Unemployed,91975,Business,0,1,Medium,0
29,Philippines,Australia,HighSchool,Unemployed,68539,Tourist,1,0,High,0
47,India,Canada,HighSchool,Unemployed,88762,Tourist,2,0,Medium,0
42,India,Germany,Bachelors,Unemployed,19703,Work,3,1,Low,0
40,Philippines,Canada,HighSchool,Employed,64098,Work,2,0,Medium,1
31,Mexico,Canada,Bachelors,Unemployed,40608,Work,2,0,Low,0
35,Nigeria,Canada,Bachelors,Unemployed,34208,Tourist,1,0,Low,0
18,India,UK,HighSchool,Employed,19205,Tourist,3,0,High,1
29,Nigeria,UK,Bachelors,Unemployed,98903,Work,3,0,High,1
23,Mexico,USA,Masters,Employed,26566,Study,2,0,Medium,1
42,Philippines,USA,Masters,Unemployed,93760,Business,0,0,High,0
22,Philippines,USA,HighSchool,Unemployed,59404,Tourist,1,0,Medium,0
32,Mexico,USA,Bachelors,Unemployed,34081,Business,2,0,High,0
28,Mexico,Australia,Masters,Unemployed,61261,Business,2,1,High,0
36,Mexico,UK,Bachelors,Employed,99215,Work,0,0,Low,0
41,Mexico,Canada,Masters,Unemployed,32805,Tourist,0,0,Medium,0
21,Mexico,USA,Masters,Unemployed,62482,Work,0,0,Low,0
49,Brazil,Canada,Bachelors,Employed,61601,Work,3,0,High,1
18,Philippines,USA,Masters,Unemployed,6669,Tourist,1,0,Medium,0
33,Brazil,Canada,HighSchool,Unemployed,48087,Work,2,1,High,0
29,Nigeria,UK,HighSchool,Employed,28155,Work,3,0,Low,0
22,Mexico,USA,Bachelors,Unemployed,47023,Work,0,0,Low,0
34,Brazil,Canada,Masters,Employed,9999,Work,2,0,High,1
34,Brazil,Australia,Bachelors,Employed,27075,Tourist,2,0,Medium,0
39,Philippines,USA,Bachelors,Unemployed,18183,Business,3,0,High,0
46,Brazil,UK,HighSchool,Unemployed,6488,Study,0,0,Medium,0
39,Philippines,USA,HighSchool,Employed,99215,Business,1,0,Low,0
48,Nigeria,Germany,HighSchool,Unemployed,94252,Work,3,1,Low,0
28,Philippines,Canada,Masters,Employed,40567,Work,2,0,High,1
19,Mexico,UK,HighSchool,Unemployed,83731,Tourist,3,0,Medium,0
18,Brazil,Australia,Masters,Unemployed,41983,Business,1,0,Medium,0
48,Mexico,Germany,Masters,Unemployed,7438,Tourist,0,0,Medium,0
21,Nigeria,Germany,HighSchool,Employed,27860,Business,2,0,Low,0
31,Philippines,Canada,Bachelors,Employed,71418,Study,2,0,Low,1
37,Philippines,USA,HighSchool,Unemployed,6370,Business,3,0,Low,0
18,Mexico,Germany,HighSchool,Unemployed,31371,Study,2,0,Medium,0
44,Philippines,Germany,HighSchool,Unemployed,50650,Work,1,0,Low,0
23,India,Australia,HighSchool,Employed,62694,Business,1,0,Low,0
19,Philippines,USA,Bachelors,Unemployed,27691,Study,2,0,Medium,0
42,India,Australia,Bachelors,Employed,25538,Work,3,0,Low,0
46,Nigeria,UK,Masters,Unemployed,79016,Tourist,2,0,Medium,1
33,India,Germany,Bachelors,Employed,9883,Work,1,0,Medium,0
45,Brazil,USA,Bachelors,Unemployed,29981,Work,3,0,Medium,0
23,Philippines,Australia,HighSchool,Employed,49455,Work,1,0,High,0
30,India,USA,HighSchool,Unemployed,33778,Study,3,0,High,0
48,Nigeria,Australia,HighSchool,Unemployed,11903,Study,1,0,Low,0
25,Philippines,USA,Masters,Unemployed,28355,Work,3,0,High,1
35,Brazil,Germany,Masters,Unemployed,53183,Business,3,0,High,1
24,Philippines,Canada,HighSchool,Employed,62691,Work,0,1,Medium,0
28,Mexico,USA,HighSchool,Unemployed,17114,Business,1,0,Low,0
19,Mexico,UK,Masters,Employed,20092,Study,1,0,Medium,0
42,Brazil,Canada,Masters,Employed,92667,Work,3,0,Low,1
18,India,Canada,Bachelors,Unemployed,22834,Business,2,0,Low,0
33,Mexico,Germany,Masters,Employed,9546,Study,1,0,Low,0
28,Brazil,Canada,HighSchool,Employed,32286,Tourist,3,0,High,1
41,Brazil,Canada,Masters,Employed,54066,Business,2,0,High,1
46,Philippines,Canada,Bachelors,Unemployed,90617,Study,3,0,Low,1
29,Brazil,UK,HighSchool,Employed,49796,Study,2,0,Low,0
34,Nigeria,Canada,HighSchool,Employed,50195,Tourist,1,0,High,1
28,Brazil,USA,Bachelors,Unemployed,80214,Study,3,1,Low,0
22,Mexico,UK,Masters,Employed,55684,Work,2,0,Medium,1
21,Brazil,Germany,Bachelors,Unemployed,18098,Study,2,1,Low,0
30,Mexico,UK,HighSchool,Employed,28934,Study,3,0,Medium,0
20,Philippines,Germany,Bachelors,Employed,63520,Work,0,0,Medium,1
28,Mexico,UK,Bachelors,Employed,92966,Business,3,0,Low,1
35,Philippines,USA,HighSchool,Employed,81411,Study,0,0,Medium,0
32,Nigeria,Australia,HighSchool,Employed,46595,Work,0,0,High,0
38,India,Canada,HighSchool,Employed,34335,Business,1,1,High,0
25,Mexico,USA,Masters,Unemployed,74594,Work,0,0,Low,0
21,India,Australia,HighSchool,Employed,84201,Work,2,0,High,1
47,Philippines,Canada,HighSchool,Unemployed,40399,Tourist,0,1,Low,0
33,Nigeria,USA,Bachelors,Unemployed,71447,Tourist,3,1,Medium,0
39,Philippines,USA,Masters,Employed,61694,Study,0,0,Low,0
26,Mexico,Germany,HighSchool,Employed,10938,Study,1,0,Medium,0
39,Mexico,Germany,HighSchool,Unemployed,36374,Business,3,0,High,1
36,Brazil,USA,HighSchool,Unemployed,72254,Business,0,0,High,0
42,Philippines,Canada,Masters,Unemployed,12236,Business,2,0,Low,0
23,Nigeria,Australia,HighSchool,Unemployed,24224,Study,2,0,Low,0
32,Brazil,Canada,Masters,Employed,9684,Business,0,0,Medium,0
30,Nigeria,Australia,HighSchool,Unemployed,74959,Business,2,0,Medium,0
44,India,Germany,Masters,Unemployed,10568,Work,2,0,Low,0
30,Philippines,Australia,Masters,Unemployed,46005,Work,3,0,Medium,1
33,Philippines,UK,Bachelors,Employed,98809,Study,1,0,High,1
27,Mexico,Canada,Bachelors,Unemployed,22546,Tourist,0,0,Low,0
44,Philippines,Australia,HighSchool,Unemployed,72993,Work,2,0,Medium,0
41,Mexico,UK,Bachelors,Unemployed,40238,Business,2,0,Medium,0
26,Nigeria,Germany,HighSchool,Employed,92792,Tourist,2,0,High,1
34,India,Germany,HighSchool,Unemployed,24877,Business,2,0,Low,0
38,Mexico,Canada,Bachelors,Employed,28665,Work,3,0,Medium,1
40,Nigeria,UK,Masters,Unemployed,45198,Business,3,0,High,1
42,Philippines,Australia,Masters,Unemployed,44827,Business,2,0,High,1
29,Mexico,Germany,Bachelors,Employed,33036,Work,3,0,High,1
39,Brazil,Germany,Bachelors,Unemployed,83894,Study,1,0,Medium,0
29,Brazil,UK,Bachelors,Employed,94866,Study,1,0,Low,0
39,Brazil,Canada,Masters,Employed,82759,Work,2,0,Medium,1
46,India,Canada,HighSchool,Employed,59808,Business,2,0,High,1
34,Nigeria,Canada,HighSchool,Unemployed,27135,Work,3,0,Medium,0
25,India,Canada,HighSchool,Unemployed,19452,Business,3,0,Medium,0
42,Brazil,USA,Bachelors,Unemployed,72655,Business,3,0,Medium,1
42,Nigeria,UK,Bachelors,Employed,16164,Study,0,1,Low,0
47,India,Canada,Bachelors,Employed,8659,Work,1,0,Low,0
48,Mexico,Australia,Bachelors,Unemployed,25859,Tourist,2,0,Medium,0
38,Nigeria,Canada,Bachelors,Unemployed,66259,Tourist,1,0,Low,0
43,Mexico,Germany,HighSchool,Unemployed,83364,Work,2,0,Medium,0
32,Nigeria,UK,HighSchool,Unemployed,62173,Work,0,0,Low,0
41,India,Canada,Masters,Unemployed,45636,Work,0,0,Medium,0
40,Brazil,UK,HighSchool,Unemployed,88939,Tourist,0,0,Medium,0
33,Brazil,USA,Masters,Employed,13840,Work,0,0,High,0
30,India,UK,Bachelors,Employed,73676,Study,2,0,High,1
28,Brazil,USA,HighSchool,Unemployed,44964,Tourist,0,0,Low,0
37,Brazil,Canada,Bachelors,Employed,80204,Study,0,0,High,1
23,Philippines,Germany,HighSchool,Employed,10732,Work,1,0,Low,0
47,Brazil,USA,Masters,Unemployed,42801,Tourist,1,0,Medium,0
37,Philippines,Canada,HighSchool,Employed,18689,Business,2,1,Medium,0
44,Brazil,UK,Bachelors,Employed,77283,Work,0,0,Low,0
42,Nigeria,USA,HighSchool,Unemployed,58095,Business,1,0,Low,0
33,Mexico,USA,Masters,Unemployed,93282,Tourist,2,0,Low,0
46,Mexico,Germany,Masters,Unemployed,73930,Work,3,0,Medium,1
35,India,USA,Bachelors,Unemployed,45882,Tourist,3,0,Low,0
21,Nigeria,Germany,Masters,Employed,50209,Business,1,0,High,1
49,Philippines,Canada,HighSchool,Unemployed,81331,Work,0,0,High,0
36,Philippines,UK,Bachelors,Employed,26145,Work,0,0,Medium,0
26,India,USA,Masters,Employed,41373,Business,1,0,Low,0
18,Philippines,Germany,HighSchool,Unemployed,99068,Tourist,1,0,Medium,0
30,Mexico,Australia,Bachelors,Employed,27614,Tourist,0,0,Medium,0
40,Mexico,Germany,Masters,Unemployed,18337,Work,1,1,Medium,0
21,Nigeria,USA,Masters,Unemployed,8642,Work,2,0,High,0
23,India,UK,Masters,Employed,12161,Work,0,0,Medium,0
47,Mexico,Australia,Bachelors,Unemployed,43988,Business,3,0,Low,0
41,Nigeria,Germany,Masters,Unemployed,77370,Work,2,0,Low,1
30,Mexico,USA,Bachelors,Employed,80302,Tourist,2,0,Medium,1
33,India,Germany,Bachelors,Unemployed,60249,Business,1,0,High,1
33,India,USA,Bachelors,Unemployed,20492,Tourist,0,0,Low,0
44,Mexico,Australia,Masters,Employed,9337,Business,3,0,Medium,1
37,Philippines,Canada,Masters,Employed,14241,Work,0,0,High,0
21,Philippines,Australia,HighSchool,Unemployed,77848,Study,3,0,Medium,0
18,India,USA,Bachelors,Employed,92106,Study,1,0,Medium,1
40,Philippines,Australia,Masters,Employed,60547,Business,2,1,Medium,0
25,Mexico,Germany,Bachelors,Unemployed,8033,Business,3,0,Low,0
30,Philippines,USA,Masters,Unemployed,41517,Study,2,0,Low,0
28,Mexico,Canada,Bachelors,Unemployed,7731,Study,2,0,Low,0
21,Mexico,Canada,Masters,Employed,23123,Tourist,3,0,High,1
36,Philippines,Canada,Masters,Employed,83987,Tourist,1,0,High,1
27,Brazil,Canada,HighSchool,Unemployed,41160,Business,0,0,High,0
31,Nigeria,UK,HighSchool,Unemployed,72491,Study,1,0,Medium,0
20,Mexico,UK,HighSchool,Unemployed,15268,Tourist,0,0,Medium,0
26,Brazil,Canada,Masters,Unemployed,43083,Study,3,0,Low,1
48,Brazil,USA,Masters,Employed,55478,Work,1,0,Low,1
21,Nigeria,USA,Masters,Employed,10851,Work,1,0,High,0
19,Brazil,Canada,Masters,Employed,62818,Study,1,1,Low,0
46,India,Germany,Masters,Employed,23926,Work,2,0,High,1
39,Nigeria,Australia,HighSchool,Unemployed,66312,Study,1,0,High,0
40,India,Canada,Masters,Employed,85287,Tourist,3,0,High,1
32,Nigeria,UK,Bachelors,Unemployed,22896,Study,0,0,Low,0
38,Mexico,Canada,HighSchool,Employed,71659,Work,3,0,Low,1
47,Nigeria,Germany,Masters,Unemployed,20752,Business,2,0,Low,0
37,Brazil,Canada,Bachelors,Unemployed,60625,Business,3,0,Low,1
36,India,Australia,HighSchool,Employed,96576,Business,3,0,High,1
37,Nigeria,Germany,Bachelors,Employed,60688,Business,2,0,High,1
35,India,Canada,Masters,Unemployed,45153,Study,0,0,High,0
19,India,Germany,Bachelors,Employed,34170,Work,0,0,High,1
47,Brazil,Canada,HighSchool,Employed,49955,Business,2,0,Low,0
22,Mexico,Australia,Bachelors,Unemployed,48980,Business,3,1,Low,0
18,Mexico,Germany,Bachelors,Unemployed,34775,Tourist,2,0,High,1
37,Philippines,UK,Bachelors,Unemployed,32901,Work,3,0,Low,0
24,India,USA,HighSchool,Employed,83459,Tourist,3,0,Medium,1
28,Brazil,Australia,Bachelors,Employed,29140,Business,2,0,Medium,0
23,India,Canada,HighSchool,Employed,54667,Study,3,0,Medium,1
20,Brazil,Canada,Bachelors,Employed,93129,Study,2,0,Low,1
35,Brazil,USA,Bachelors,Unemployed,73228,Work,0,0,High,0
46,Nigeria,Australia,Bachelors,Unemployed,85119,Work,2,0,High,1
31,Philippines,USA,Bachelors,Employed,21951,Tourist,0,0,Low,0
42,Brazil,Canada,HighSchool,Unemployed,5848,Business,1,0,High,0
26,Mexico,Germany,Masters,Unemployed,28348,Business,3,0,Low,0
46,India,Australia,Masters,Employed,60900,Work,3,0,Medium,1
46,Nigeria,Canada,Masters,Unemployed,57578,Business,0,0,Low,0
34,Nigeria,Germany,Bachelors,Employed,15757,Tourist,2,0,Medium,1
42,India,Canada,Masters,Employed,60316,Business,1,0,Medium,1
47,Philippines,UK,HighSchool,Employed,53936,Study,3,0,Low,1
46,Philippines,UK,Bachelors,Employed,30373,Tourist,0,0,High,0
34,India,Germany,Masters,Unemployed,15033,Study,3,0,Low,0
31,India,UK,Bachelors,Unemployed,49765,Business,1,1,Low,0
19,Philippines,Australia,HighSchool,Unemployed,49385,Work,0,1,Medium,0
32,India,Canada,HighSchool,Unemployed,17846,Work,2,0,Low,0
23,Brazil,USA,Masters,Employed,61419,Business,2,1,High,0
42,India,Germany,Masters,Employed,20074,Work,2,0,Low,1
39,Nigeria,Australia,Bachelors,Employed,88836,Study,1,0,Low,0
49,Nigeria,USA,Bachelors,Unemployed,31926,Study,1,0,High,0
37,Mexico,UK,Masters,Unemployed,35775,Business,1,0,Medium,0
26,Nigeria,USA,Masters,Unemployed,38098,Business,1,1,High,0
23,Nigeria,Australia,HighSchool,Unemployed,54695,Business,0,0,High,0
19,Brazil,Canada,Bachelors,Employed,55582,Study,1,0,Medium,1
22,Philippines,Germany,HighSchool,Employed,96442,Tourist,1,0,Low,0
46,Philippines,Canada,Masters,Unemployed,36609,Work,3,0,Medium,1
34,Brazil,UK,Bachelors,Employed,96158,Work,3,0,Low,1
23,Philippines,Germany,HighSchool,Unemployed,72753,Study,1,1,Medium,0
36,Mexico,UK,Bachelors,Unemployed,91957,Study,0,0,High,0
38,Philippines,Canada,Bachelors,Employed,75576,Study,1,1,High,0
49,Brazil,Canada,HighSchool,Unemployed,87174,Business,1,0,Medium,0
19,Philippines,Canada,HighSchool,Unemployed,85191,Tourist,3,0,Medium,1
36,Mexico,Germany,Masters,Employed,91632,Study,3,0,Low,1
22,India,USA,HighSchool,Unemployed,98049,Tourist,1,1,High,0
25,Mexico,USA,HighSchool,Unemployed,10601,Tourist,0,0,Low,0
41,Philippines,Canada,Bachelors,Employed,99841,Study,0,0,Low,0
34,Nigeria,UK,Bachelors,Employed,84110,Study,0,0,Low,0
21,Mexico,Germany,Masters,Employed,85777,Work,1,1,Low,0
30,India,UK,HighSchool,Unemployed,91986,Tourist,1,0,Low,0
38,Mexico,Canada,HighSchool,Employed,97103,Business,2,0,Medium,1
35,Nigeria,Canada,Bachelors,Employed,24020,Work,1,0,Medium,0
34,Mexico,Germany,HighSchool,Unemployed,86229,Tourist,3,0,High,1
29,Mexico,UK,Bachelors,Employed,64055,Business,2,0,Medium,1
42,India,USA,HighSchool,Employed,62375,Work,1,0,Low,0
31,Mexico,USA,HighSchool,Unemployed,64392,Study,0,1,Medium,0
30,Mexico,UK,Masters,Employed,67601,Work,2,0,High,1
21,Nigeria,Canada,Bachelors,Employed,70041,Study,3,0,Medium,1
23,Philippines,Canada,Bachelors,Unemployed,9231,Tourist,3,0,Low,0
31,Philippines,USA,HighSchool,Employed,37440,Study,2,0,Medium,0
34,Brazil,Germany,HighSchool,Employed,39910,Study,0,0,Low,0
22,Brazil,Germany,Bachelors,Unemployed,37238,Work,3,1,High,0
40,Brazil,USA,Bachelors,Employed,48241,Work,1,1,High,0
38,India,USA,HighSchool,Employed,87925,Study,0,1,High,0
36,Philippines,Germany,HighSchool,Employed,42089,Tourist,3,0,High,1
37,India,USA,Bachelors,Unemployed,90145,Tourist,2,0,High,1
48,Philippines,Canada,HighSchool,Employed,12490,Tourist,2,0,Low,0
29,India,Canada,HighSchool,Unemployed,72116,Tourist,0,0,Medium,0
28,India,USA,HighSchool,Employed,26539,Tourist,3,1,Medium,0
32,Mexico,Germany,HighSchool,Employed,97062,Tourist,2,1,High,0
27,Mexico,USA,Bachelors,Employed,68586,Business,3,1,Low,0
48,India,Canada,Masters,Unemployed,27791,Work,1,0,High,0
25,Philippines,Canada,Bachelors,Unemployed,76970,Work,3,1,High,0
38,India,Germany,Masters,Unemployed,69788,Tourist,3,0,High,1
30,Brazil,UK,Masters,Employed,86964,Business,3,0,Low,1
47,Philippines,UK,Masters,Employed,49471,Business,3,0,High,1
37,India,Canada,Bachelors,Unemployed,7735,Business,1,1,High,0
39,Mexico,Australia,HighSchool,Unemployed,8163,Work,1,0,Medium,0
22,Brazil,USA,Masters,Unemployed,24794,Tourist,2,0,High,0
27,India,USA,Masters,Employed,52323,Work,3,0,Low,1
41,Nigeria,USA,Bachelors,Employed,32344,Tourist,2,0,High,1
30,Brazil,Germany,Masters,Unemployed,8713,Study,2,0,High,0
31,Nigeria,Germany,HighSchool,Unemployed,43037,Tourist,3,0,High,1
35,Nigeria,USA,Masters,Unemployed,59292,Work,0,0,Low,0
44,India,USA,Bachelors,Unemployed,80256,Work,0,1,Low,0
36,India,Germany,Masters,Unemployed,67915,Tourist,0,0,Medium,0
25,India,USA,Masters,Unemployed,54111,Study,3,0,High,1
34,Mexico,Canada,HighSchool,Employed,10506,Study,3,0,High,1
21,Mexico,Australia,Bachelors,Unemployed,5630,Business,3,0,Low,0
31,Brazil,Australia,Masters,Employed,24922,Tourist,0,0,Medium,0
32,Brazil,Canada,Bachelors,Employed,29427,Study,3,0,Low,1
48,Mexico,USA,HighSchool,Unemployed,48635,Study,0,0,Low,0
46,India,Australia,Bachelors,Employed,20304,Tourist,2,0,High,1
39,Nigeria,UK,Bachelors,Unemployed,26940,Study,0,0,High,0
31,Mexico,USA,Masters,Unemployed,98960,Work,1,0,Low,0
34,India,Germany,HighSchool,Unemployed,31710,Tourist,1,0,Medium,0
28,Nigeria,USA,Masters,Unemployed,40231,Business,0,0,High,0
41,Brazil,Canada,HighSchool,Unemployed,17762,Tourist,0,0,Medium,0
32,Brazil,UK,HighSchool,Unemployed,93984,Tourist,0,0,Medium,0
38,Nigeria,Canada,Masters,Employed,15101,Study,1,0,Low,0
49,Brazil,Canada,Masters,Unemployed,35675,Business,1,0,Medium,0
25,Nigeria,Australia,HighSchool,Employed,59612,Work,2,0,High,1
35,Mexico,Germany,Masters,Employed,77727,Study,2,0,Medium,1
47,Nigeria,USA,Bachelors,Unemployed,98735,Tourist,1,0,High,0
18,Nigeria,USA,HighSchool,Employed,33493,Study,3,0,High,1
46,India,USA,Masters,Unemployed,95679,Business,3,0,Low,1
31,Nigeria,USA,HighSchool,Employed,76728,Tourist,3,0,High,1
34,India,USA,HighSchool,Employed,69528,Business,1,0,Low,0
45,Nigeria,Canada,HighSchool,Employed,30037,Study,2,0,High,1
25,Brazil,Canada,Masters,Unemployed,97532,Tourist,3,0,Medium,1
20,Brazil,USA,Bachelors,Employed,98748,Business,2,0,High,1
39,Nigeria,Australia,Masters,Unemployed,83203,Business,1,0,Low,0
46,Philippines,USA,Bachelors,Employed,47550,Study,3,0,High,1
34,India,USA,Bachelors,Employed,50629,Work,2,0,High,1
34,Mexico,UK,HighSchool,Employed,75900,Work,1,0,Medium,0
40,Brazil,Germany,HighSchool,Employed,83750,Business,3,1,Low,0
37,Nigeria,USA,HighSchool,Unemployed,72205,Business,3,0,Medium,0
20,India,Australia,HighSchool,Employed,40237,Work,0,0,Medium,0
37,India,USA,Bachelors,Unemployed,90695,Business,1,0,Medium,0
41,Mexico,USA,Bachelors,Employed,93336,Tourist,1,0,Medium,1
43,Philippines,Germany,HighSchool,Employed,66438,Business,3,0,High,1
27,Philippines,USA,Masters,Employed,37728,Work,0,0,Low,0
25,Mexico,Germany,Masters,Unemployed,71824,Work,0,0,Low,0
22,India,UK,Bachelors,Employed,84816,Tourist,0,0,Low,0
30,Philippines,UK,Bachelors,Employed,11914,Study,2,0,Low,0
21,India,Australia,Masters,Employed,78622,Work,0,0,Low,0
34,Nigeria,Australia,Masters,Employed,90750,Tourist,2,0,Medium,1
40,Nigeria,Australia,Masters,Employed,46074,Business,3,1,Medium,0
25,Mexico,Canada,Bachelors,Employed,45028,Work,3,0,High,1
35,Mexico,Australia,HighSchool,Employed,43913,Business,0,0,Low,0
29,Brazil,Canada,Masters,Unemployed,11672,Study,1,0,High,0
43,Nigeria,Germany,HighSchool,Employed,11852,Study,1,0,Low,0
22,Nigeria,Canada,Masters,Employed,5430,Business,0,0,Low,0
36,India,Canada,Masters,Unemployed,64208,Study,2,0,High,1
34,Mexico,Germany,Bachelors,Employed,35535,Business,0,0,Medium,0
20,Brazil,Canada,Masters,Employed,88228,Business,1,0,Medium,1
33,Nigeria,USA,Bachelors,Employed,18732,Study,0,1,High,0
18,Philippines,Australia,Bachelors,Unemployed,16097,Tourist,3,0,Medium,0
42,Nigeria,USA,Bachelors,Employed,93663,Work,1,0,Low,0
48,Brazil,UK,HighSchool,Employed,34133,Study,3,0,Low,0
30,Brazil,Australia,Masters,Unemployed,47713,Business,3,0,Low,0
31,Philippines,UK,HighSchool,Unemployed,72360,Work,1,0,Low,0
37,Nigeria,USA,Bachelors,Employed,35612,Study,1,0,Medium,0
20,Brazil,Germany,HighSchool,Unemployed,80478,Business,2,1,Low,0
23,Nigeria,UK,HighSchool,Unemployed,76429,Business,3,0,High,1
31,Mexico,Canada,Bachelors,Employed,13395,Work,2,1,High,0
25,India,UK,HighSchool,Unemployed,44377,Study,2,0,Low,0
34,Mexico,UK,HighSchool,Employed,21918,Study,1,0,Low,0
19,India,Australia,Masters,Employed,91853,Tourist,2,0,High,1
31,India,USA,Bachelors,Employed,19526,Tourist,1,0,Medium,0
27,Brazil,Australia,Masters,Employed,96079,Study,1,0,Low,1
31,Mexico,Canada,HighSchool,Employed,32578,Study,0,0,High,0
43,India,Germany,Masters,Employed,75037,Business,1,0,Medium,1
34,Brazil,Australia,Masters,Unemployed,80011,Business,3,0,Medium,1
38,Philippines,USA,HighSchool,Unemployed,17969,Tourist,1,0,Low,0
29,Nigeria,UK,Bachelors,Employed,88252,Tourist,0,0,High,1
36,Philippines,Germany,Masters,Unemployed,18630,Work,2,0,High,1
33,Nigeria,USA,Masters,Unemployed,86084,Work,1,1,High,0
26,India,UK,Bachelors,Unemployed,40593,Tourist,0,0,Medium,0
41,India,USA,Masters,Employed,81000,Tourist,0,0,High,1
32,Mexico,UK,HighSchool,Employed,35805,Work,0,0,Medium,0
22,Nigeria,Canada,Masters,Employed,8940,Study,0,0,High,0
33,Nigeria,USA,Masters,Unemployed,72729,Work,2,0,Low,0
20,Philippines,Germany,Bachelors,Employed,67112,Tourist,3,0,Medium,1
38,Mexico,Australia,Bachelors,Unemployed,77256,Study,0,0,High,0
46,Nigeria,USA,Bachelors,Employed,53943,Study,2,0,Low,1
23,Philippines,Germany,Bachelors,Employed,40265,Work,3,0,High,1
33,India,Germany,Masters,Unemployed,76628,Study,0,0,High,1
26,Philippines,Australia,Masters,Employed,77176,Work,3,0,Medium,1
33,India,Canada,Masters,Employed,89005,Work,1,0,Medium,1
31,India,UK,Masters,Unemployed,88501,Work,2,0,Medium,1
32,Nigeria,Canada,Masters,Unemployed,73932,Study,1,0,Medium,1
29,Nigeria,Germany,Masters,Unemployed,47480,Study,1,0,Low,0
40,India,USA,Bachelors,Unemployed,99968,Work,2,0,Medium,0
35,Nigeria,Canada,HighSchool,Employed,34332,Study,0,0,High,0
39,Nigeria,Canada,HighSchool,Employed,13049,Business,3,0,Low,0
21,India,UK,Masters,Unemployed,96906,Work,0,0,High,0
43,Nigeria,Canada,Masters,Employed,86409,Work,0,0,Low,1
26,India,Canada,Masters,Employed,64048,Study,3,0,Medium,1
40,Nigeria,UK,Bachelors,Employed,34732,Study,3,0,High,1
29,Brazil,USA,Bachelors,Employed,90734,Tourist,1,0,Low,0
